OID,CID,POINT_X,POINT_Y
318,1,29.8152637,44.79695018
319,1,30.08188595,45.45139304
320,1,30.06600404,45.22049996
321,1,30.34352333,44.76649535
322,1,28.88410618,44.5124327
323,1,30.13184143,44.72670761
324,1,30.36458678,44.60693224
325,1,29.72687095,44.68534077
326,1,30.03142338,44.57197194
327,1,30.46037994,45.34981745
328,1,30.55904265,44.66921405
329,1,30.02895766,45.20283408
330,1,28.94414645,44.46802656
331,1,30.33458896,45.46498547
332,1,30.07207415,44.47858693
333,1,30.28219331,44.37300685
334,1,29.66827073,44.15253132
335,1,28.96309712,44.62235486
336,1,29.75123619,44.60390838
337,1,29.79532694,44.33704027
338,1,29.98463026,44.15430637
339,1,30.12981718,44.86843883
340,1,29.52813274,44.16989151
341,1,30.23098942,44.33884883
342,1,30.27264331,44.94103271
343,1,30.17102101,45.29592842
344,1,29.31361394,44.32226792
345,1,29.95154229,44.42551269
346,1,28.99880351,44.50563887
347,1,29.7094723,45.12503541
348,1,29.95269732,44.87588522
349,1,29.91091174,44.51169293
350,1,29.20558619,44.68638026
351,1,30.40984034,45.15881264
352,1,29.11471493,44.15436593
353,1,30.12642006,44.55749283
354,1,29.95534023,44.55606266
355,1,30.03601222,44.82664358
356,1,30.36403902,44.81198972
357,1,30.26006266,44.46309553
358,1,30.26754645,45.25782288
359,1,29.03675434,44.47619486
360,1,29.4381152,44.67316158
361,1,30.2745409,44.94580526
362,1,29.97518335,44.86921682
363,1,30.18746499,45.02437422
364,1,30.20209157,44.90285715
365,1,29.5921166,44.19241593
366,1,29.67855994,45.10414771
367,1,28.91681467,44.2568562
368,1,29.91639908,45.00441502
369,1,29.27463999,44.75067308
370,1,30.2439015,44.75149997
371,1,30.00260983,45.40768262
372,1,30.27287247,44.33495374
373,1,28.97285842,44.61545515
374,1,29.35329942,44.77515939
375,1,30.30331051,44.31999123
376,1,30.19215944,45.14374473
377,1,29.77709703,44.8993394
378,1,30.03865673,45.45769032
379,1,29.47764128,44.69561512
380,1,29.96264886,45.39936259
381,1,30.35967755,45.28481116
382,1,30.37898901,44.59594459
383,1,29.58589315,44.16201169
384,1,30.15872565,44.58202373
385,1,29.85720356,44.88355795
386,1,30.44502117,44.87211517
387,1,29.50814885,44.75384326
388,1,30.18661512,44.2057531
389,1,30.25744371,44.45030019
390,1,30.35374227,44.32865252
391,1,30.20379908,45.48458469
392,1,29.81058577,44.26545292
393,1,29.5240861,44.54741819
394,1,30.60818515,44.7247266
395,1,30.17823279,45.26865391
396,1,29.25096953,44.37866065
397,1,29.87981807,44.60711121
398,1,29.57062489,44.09913601
399,1,30.23408894,45.19955034
400,1,29.49719725,44.5357479
401,1,30.19276784,45.06749857
402,1,29.91529434,45.0477761
403,1,29.96770469,45.09579413
404,1,30.53755522,44.89372102
405,1,29.965708,44.7087542
406,1,29.0639774,44.2387257
407,1,30.01174987,44.22849527
408,1,29.66213351,44.25183814
409,1,29.95414632,45.21086064
410,1,29.96025595,45.2795443
411,1,29.07935565,44.25932822
412,1,29.77950523,44.79843834
413,1,29.76138435,44.59096821
414,1,29.99011351,45.3973921
415,1,29.8175066,45.14394676
416,1,30.54517119,44.54336006
417,1,30.26217965,45.1750243
418,1,30.00785208,44.72852941
419,1,28.9050647,44.29948784
420,1,29.77244861,45.08943904
421,1,29.71882673,44.82634629
422,1,29.98372023,44.42892217
423,1,30.38639404,44.40495988
424,1,29.82295729,45.12215144
425,1,29.14138549,44.23127076
426,1,29.68940805,45.00869722
427,1,29.19988998,44.46986262
428,1,30.22634391,44.9603125
429,1,29.66657853,44.68823133
430,1,29.39575309,44.49442527
431,1,30.57807467,44.86375356
432,1,30.32182043,44.99376189
433,1,29.11955637,44.28945376
434,1,30.27754097,45.39315884
435,1,30.30781821,45.36027279
436,1,30.54270378,44.90653126
437,1,30.41524463,44.85977103
438,1,30.00065785,44.12059402
439,1,30.50381002,44.55674807
440,1,29.81438053,44.22944024
441,1,29.72187231,45.16391755
442,1,30.48207826,44.82677648
443,1,30.38692047,44.48886598
444,1,30.45835413,45.13393497
445,1,29.30420329,44.70810591
446,1,29.76280428,44.15760331
447,1,29.94748629,45.42789755
448,1,30.42274436,44.42514217
449,1,30.17940246,44.63268235
450,1,30.22790653,45.38131089
451,1,30.16119688,44.62931431
452,1,30.14161826,44.43819679
453,1,29.59818267,44.41945954
454,1,30.55364672,45.05602749
455,1,30.28151096,45.4873337
456,1,30.12772795,44.32511929
457,1,30.46997392,45.19739249
458,1,30.25684312,45.4955104
459,1,29.80398241,44.64974513
460,1,29.8589013,44.18233523
461,1,29.90288363,44.94573001
462,1,30.41127086,45.2093472
463,1,29.70350939,44.31770174
464,1,30.31675984,44.79075222
465,1,30.14929255,45.32295485
466,1,30.16828286,45.224896
467,1,30.51003125,45.17657545
468,1,29.55030589,44.15294619
469,1,30.17463574,44.26587992
470,1,30.10745636,44.33874765
471,1,29.29984289,44.16226282
472,1,29.69877257,44.43347997
473,1,29.78184799,44.16344691
474,1,29.63256043,44.32363303
475,1,29.35354427,44.08016834
476,1,30.11064973,45.20733897
477,1,29.00615409,44.51294479
478,1,29.32260515,44.79635324
479,1,30.31191843,44.31511245
480,1,30.00573712,45.49427575
481,1,30.06559135,45.4661256
482,1,30.13255597,44.9613681
483,1,28.90479564,44.30538319
484,1,29.6250344,44.81503193
485,1,30.36443717,45.37033827
486,1,29.229959,44.40973509
487,1,29.10154881,44.24556893
488,1,29.19483058,44.66358914
489,1,29.54852817,44.54604454
490,1,30.11560489,44.91155813
491,1,29.08230416,44.52063873
492,1,29.67367575,44.67952552
493,1,30.60040116,45.02842508
494,1,30.4827148,45.24169486
495,1,29.55983157,44.63339695
496,1,28.94545917,44.50507856
497,1,30.17864296,44.73795481
498,1,29.62963601,44.12882813
499,1,30.35851233,44.34880674
500,1,28.83424545,44.43665553
501,1,29.69693295,44.95162993
502,1,29.75007953,44.92996239
503,1,29.88877673,44.09309953
504,1,29.56069984,44.17986415
505,1,29.95333645,45.2720334
506,1,29.71459102,45.18981966
507,1,29.88924309,45.04634914
508,1,30.3983342,45.1762879
509,1,29.8505233,44.80226361
510,1,29.33654149,44.70772271
511,1,29.11768162,44.15894514
512,1,30.19941233,45.39213802
513,1,30.27305102,44.65185232
514,1,29.98409371,44.37437513
515,1,29.76497228,44.08521971
516,1,30.62620744,44.63804204
517,1,30.19979338,44.99618807
518,1,29.7931771,45.10085615
519,1,29.60684331,44.29791453
520,1,29.87552148,45.19338466
521,1,29.41356941,44.52381175
522,1,30.05136464,45.4363608
523,1,30.59884625,44.59306104
524,1,29.12557862,44.4509742
525,1,29.77126137,44.57322636
526,1,30.43640909,44.87415425
527,1,29.16112559,44.37203624
528,1,30.15860391,44.35863961
529,1,29.76452406,44.31995121
530,1,29.50073809,44.29887661
531,1,29.90109999,45.47644363
532,1,29.31832701,44.09023116
533,1,29.59906389,44.12604239
534,1,29.36790091,44.66854482
535,1,30.6007739,44.86896985
536,1,29.66520673,44.46997412
537,1,29.39621529,44.6715959
538,1,30.17149637,44.83787916
539,1,29.90555294,44.24936648
540,1,29.84455395,44.32617529
541,1,28.97562504,44.50351131
542,1,29.88143888,44.30562087
543,1,29.88227083,44.12592053
544,1,30.33164837,45.21245829
545,1,30.42311682,45.34317931
546,1,29.34012021,44.54713255
547,1,30.0583812,44.67589707
548,1,30.56561333,44.88067768
549,1,29.71074084,44.86058605
550,1,28.97688913,44.27144787
551,1,29.86910905,44.98171211
552,1,29.09551891,44.31916288
553,1,29.72600426,44.87652446
554,1,29.32683584,44.23200015
555,1,30.44575543,44.90486553
556,1,29.48499749,44.3942597
557,1,29.62157029,44.51055004
558,1,30.03094146,45.32150919
559,1,29.63552429,44.71091541
560,1,30.04413442,44.54773401
561,1,29.75606769,44.26247338
562,1,29.66869538,44.10947395
563,1,30.10645551,44.29673448
564,1,29.98543357,45.25053157
565,1,30.48125318,45.01978259
566,1,29.74949255,45.08265728
567,1,30.31069942,44.55341006
568,1,30.30889294,45.02897671
569,1,29.46873193,44.11284717
570,1,30.34997563,45.19612687
571,1,29.5544254,44.1144037
572,1,30.02553273,45.35783379
573,1,29.79667633,44.14530318
574,1,30.31965772,45.36841227
575,1,30.27403285,44.36052736
576,1,29.80412766,44.35371919
577,1,29.84529685,44.7871407
578,1,29.92417459,45.44760626
579,1,29.70883991,44.48678368
580,1,30.06180502,45.44364289
581,1,30.20524826,45.04648834
582,1,29.70608691,45.12677094
583,1,29.89105529,44.50721008
584,1,29.26918508,44.14696943
585,1,29.85266475,44.91001872
586,1,30.17554039,44.99137786
587,1,29.60966849,44.32800891
588,1,30.43051536,44.90956912
589,1,30.25346201,44.8026196
590,1,29.23249405,44.37017157
591,1,30.07723666,44.78136489
592,1,30.46697999,44.98304294
593,1,28.92702599,44.25759986
594,1,30.00187195,44.19183387
595,1,30.08914681,44.89988135
596,1,30.53131818,45.12311074
597,1,30.12745107,44.99100085
598,1,30.6058086,44.94550272
599,1,30.07924272,45.42924489
600,1,30.16960737,44.36451596
601,1,29.47027402,44.78736013
602,1,29.47558343,44.70196483
603,1,29.13534946,44.71972886
604,1,29.73673742,44.59811733
605,1,30.34548546,44.6509268
606,1,29.73692399,44.21900958
607,1,30.00955054,45.46965206
608,1,30.61913506,44.63320786
609,1,29.72021215,44.55615174
610,1,29.26844888,44.74883745
611,1,29.34905225,44.08640184
612,1,29.97915191,44.24892345
613,1,29.20310139,44.18792789
614,1,29.60678668,44.15746337
615,1,30.42382349,44.94535225
616,1,30.46025464,44.58320069
617,1,29.05985292,44.55700507
618,1,29.82171631,44.65422232
619,1,29.80656154,44.31554152
620,1,29.58176726,44.15732218
621,1,30.23781452,44.86321499
622,1,30.3515695,44.83321712
623,1,30.55059694,44.73385047
624,1,30.07440138,45.19322054
625,1,30.03934138,44.28745811
626,1,30.51779292,44.5702715
627,1,29.21774273,44.7652187
628,1,30.3836433,45.14642609
629,1,30.34050705,45.21188035
630,1,30.14784423,45.35582056
631,1,30.42623927,44.95349453
632,1,29.2128644,44.36390284
633,1,29.90865603,44.46369333
634,1,30.26448261,45.39584355
635,1,29.79059435,44.45294767
636,1,29.90460436,44.27530967
637,1,29.87239879,44.29912207
638,1,29.29280296,44.57674932
639,1,29.87280103,44.21632099
640,1,30.20569855,44.94995974
641,1,30.21787599,45.13642344
642,1,29.08872404,44.60401991
643,1,29.84579186,45.14864085
644,1,29.87309781,44.18851056
645,1,29.65154631,44.25203651
646,1,28.85879882,44.32428856
647,1,30.59244659,45.18276895
648,1,29.96746907,45.14908849
649,1,30.48462245,44.48473162
650,1,29.90189182,44.42133027
651,1,29.80716603,44.88532097
652,1,30.32370342,45.4720226
653,1,30.28633414,44.4733799
654,1,29.22382096,44.45742121
655,1,29.97204473,44.8683463
656,1,29.90763017,44.29194876
657,1,29.57452011,44.47801347
658,1,29.80300675,44.28181953
659,1,29.94666457,44.97597314
660,1,29.7508298,44.4882693
661,1,28.91900806,44.38920628
662,1,30.3973489,45.12125803
663,1,30.45441817,45.2138536
664,1,30.1201587,44.17569656
665,1,29.91065844,44.21754112
666,1,29.1154345,44.71465899
667,1,30.43515987,45.16388085
668,1,29.71653498,44.71188276
669,1,29.7626127,44.0854421
670,1,29.41756861,44.65101189
671,1,30.07894947,45.03353645
672,1,29.7522476,44.62470078
673,1,30.338987,45.31652338
674,1,30.22964219,45.31368932
675,1,30.10442867,44.75910158
676,1,29.4849341,44.65424789
677,1,29.79540281,44.11149986
678,1,30.17609956,44.67201379
679,1,30.44089049,44.73010964
680,1,29.08738499,44.43035937
681,1,29.76874332,44.19955988
682,1,30.56387825,44.87582786
683,1,29.22027379,44.44699981
684,1,29.57949764,44.12147819
685,1,28.98550174,44.21988101
686,1,29.92956455,44.67102552
687,1,30.33675413,44.71192645
688,1,29.29517181,44.35891572
689,1,30.42183429,44.55369406
690,1,29.74052127,44.20004704
691,1,30.331087,44.71429776
692,1,30.45694412,44.65355481
693,1,29.35769139,44.53393018
694,1,30.59000864,44.6617332
695,1,30.11671231,45.07458077
696,1,30.0998261,44.92740496
697,1,30.33700212,44.49422983
698,1,29.73277653,44.26519501
699,1,29.05209498,44.28682555
700,1,29.98270723,44.11142536
701,1,30.09935505,45.34452493
702,1,30.19271922,44.28535154
703,1,29.90391285,44.96513013
704,1,29.6520443,44.74729781
705,1,29.97066966,44.58098557
706,1,29.96724673,44.40606548
707,1,30.14912395,44.46708232
708,1,29.83029477,44.62012935
709,1,29.37506233,44.35851332
710,1,30.46973824,44.89366373
711,1,30.57355312,45.18308322
712,1,30.16317531,45.25568133
713,1,29.38362557,44.27387621
714,1,30.39795816,45.35402113
715,1,30.24174447,44.36335069
716,1,29.21948168,44.62339095
717,1,29.89907152,45.43666994
718,1,29.98180171,45.47385059
719,1,29.33189669,44.65681348
720,1,29.57555842,44.17646537
721,1,29.9052051,44.09533809
722,1,30.59549451,44.7862524
723,1,30.03893823,44.64480601
724,1,29.49730874,44.58635586
725,1,29.92019152,44.2447883
726,1,30.45127326,44.57227755
727,1,30.13566546,44.90994356
728,1,28.99789349,44.56417079
729,1,29.81778533,45.3030014
730,1,30.25148063,44.5572157
731,1,30.53345055,44.73879989
732,1,30.28652635,44.63356643
733,1,30.13788835,45.04772578
734,1,29.64887199,44.7459841
735,1,30.21184238,45.18627831
736,1,29.9344045,45.09635759
737,1,29.90510938,45.28797765
738,1,30.38579013,45.10728027
739,1,29.10926827,44.39636041
740,1,30.12008379,44.68983967
741,1,30.57525718,45.10429734
742,1,29.71284117,45.00377152
743,1,30.12824726,45.03851661
744,1,29.41661815,44.77249371
745,1,29.56959399,44.61404019
746,1,30.45429381,44.56947844
747,1,29.17099447,44.37314842
748,1,30.45978376,45.19169651
749,1,29.10058446,44.44570529
750,1,30.43703701,45.17752033
751,1,29.36895405,44.16514725
752,1,29.8381136,45.21996686
753,1,29.95285311,44.47214087
754,1,29.8043158,44.41507745
755,1,29.43952599,44.48293504
756,1,29.36937016,44.7970586
757,1,30.13022321,45.23187676
758,1,29.65822697,44.20545891
759,1,30.19030805,44.52116557
760,1,30.46795282,44.89813996
761,1,29.00840142,44.59964896
762,1,29.0741183,44.31621837
763,1,29.80295905,44.7463948
764,1,29.71719728,44.28462004
765,1,30.55190838,44.80444888
766,1,30.17504054,44.40579747
767,1,30.22507689,44.61163659
768,1,29.51532864,44.14266323
769,1,29.62733469,44.53357606
770,1,30.21121427,45.14233432
771,1,30.20151137,45.17167786
772,1,29.89133331,45.24995915
773,1,30.12697039,44.78562341
774,1,29.79740346,44.54613334
775,1,29.74017541,44.53165145
776,1,29.84547522,45.35183514
777,1,30.34521932,44.4692245
778,1,30.3867054,44.49838486
779,1,29.94438494,44.92218375
780,1,30.49077712,44.50334092
781,1,29.98791882,45.18939413
782,1,30.55460262,44.92741232
783,1,29.83083493,44.49634341
784,1,30.01961687,44.95789486
785,1,30.39870033,44.53335314
786,1,30.21274012,44.98093395
787,1,30.0621023,44.30364469
788,1,29.36650295,44.54946298
789,1,29.64238845,44.54836251
790,1,29.80284538,44.26362397
791,1,29.79582277,44.86719035
792,1,29.7772858,44.18034384
793,1,30.02476573,44.71314355
794,1,30.31801694,45.09112647
795,1,29.39937421,44.14038979
796,1,30.39486071,44.36249029
797,1,29.45768241,44.48057799
798,1,30.48726086,44.48761943
799,1,29.74166843,44.47774146
800,1,30.18764463,45.43521248
801,1,30.06042557,44.47703937
802,1,29.38215991,44.23900579
803,1,29.40927226,44.07729764
804,1,29.61723194,44.09765097
805,1,30.1938151,45.19904924
806,1,30.26428493,45.15689424
807,1,29.33034012,44.78387577
808,1,30.59321458,44.8858138
809,1,30.2840894,44.99727436
810,1,29.89323838,45.20872139
811,1,30.41807666,45.07034652
812,1,29.98859013,44.42596372
813,1,30.1460841,44.73524819
814,1,29.85714236,44.35983658
815,1,30.2345876,44.91837196
816,1,29.73481698,45.16915944
817,1,30.01160208,45.2194923
818,1,30.22807575,44.95185256
819,1,30.08818692,44.96501351
820,1,29.66329544,44.96299088
821,1,30.06970821,44.26111316
822,1,29.86901367,45.36111215
823,1,30.44381461,44.77365024
824,1,30.16435804,44.86478592
825,1,30.24669543,44.87295149
826,1,30.07079058,45.45655428
827,1,29.74927944,44.73675453
828,1,29.23017217,44.60960492
829,1,29.84571851,45.20967465
830,1,29.93608506,44.57430887
831,1,30.21349604,44.88488277
832,1,30.48612412,45.27150618
833,1,29.87971626,44.94771604
834,1,29.31619564,44.60119416
835,1,30.10436882,45.26005587
836,1,29.35018371,44.64212639
837,1,30.11262258,45.20998472
838,1,29.43640787,44.10122488
839,1,29.16205103,44.40206232
840,1,29.98462379,44.67559774
841,1,30.31107833,45.36830457
842,1,30.41319504,44.77591143
843,1,30.41224706,45.16569545
844,1,29.88438004,45.28497693
845,1,30.28278709,44.45877858
846,1,29.50589615,44.75386436
847,1,29.86793342,44.29566566
848,1,29.67039622,44.76023569
849,1,30.10290882,45.32032973
850,1,29.53801865,44.47852318
851,1,29.7497601,45.08277813
852,1,29.70519221,44.2447756
853,1,30.4631565,44.6162024
854,1,30.32171022,44.77884384
855,1,29.03448841,44.33231927
856,1,30.25452136,44.73551446
857,1,29.74784539,44.90832444
858,1,30.12350805,45.42224555
859,1,29.07292468,44.20383731
860,1,30.31330853,44.56489352
861,1,30.03711061,44.78783572
862,1,30.03722776,44.84379782
863,1,30.23803518,44.45163472
864,1,30.42574904,44.88654449
865,1,29.18528908,44.65823677
866,1,29.19827838,44.41958192
867,1,29.87518772,45.27045514
868,1,30.35934694,44.71188211
869,1,29.40344242,44.14519725
870,1,30.10926946,44.89709154
871,1,29.47848048,44.6683841
872,1,30.3308049,45.09785656
873,1,29.30173488,44.38380264
